species,genus,phylum,gene_target,hit_count,best_accession,best_title,query
Staphylococcus caeli,Staphylococcus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Staphylococcus caeli""[Organism]"
Amphibacillus iburiensis,Amphibacillus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Amphibacillus iburiensis""[Organism]"
Lactobacillus paragasseri,Lactobacillus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Lactobacillus paragasseri""[Organism]"
Limosilactobacillus ingluviei,Limosilactobacillus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Limosilactobacillus ingluviei""[Organism]"
Brevibacterium renqingii,Brevibacterium,Actinobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Brevibacterium renqingii""[Organism]"
Brachybacterium massiliense,Brachybacterium,Actinobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Brachybacterium massiliense""[Organism]"
Enterococcus canintestini,Enterococcus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Enterococcus canintestini""[Organism]"
Nocardiopsis fildesensis,Nocardiopsis,Actinobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Nocardiopsis fildesensis""[Organism]"
Levilactobacillus hammesii,Levilactobacillus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Levilactobacillus hammesii""[Organism]"
Limosilactobacillus pontis,Limosilactobacillus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Limosilactobacillus pontis""[Organism]"
Oceanobacillus salinisoli,Oceanobacillus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Oceanobacillus salinisoli""[Organism]"
Anaerococcus degeneri,Anaerococcus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Anaerococcus degeneri""[Organism]"
Luteimonas dalianensis,Luteimonas,Proteobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Luteimonas dalianensis""[Organism]"
Salinicoccus halodurans,Salinicoccus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Salinicoccus halodurans""[Organism]"
Brachybacterium vulturis,Brachybacterium,Actinobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Brachybacterium vulturis""[Organism]"
Peptoniphilus nemausensis,Peptoniphilus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Peptoniphilus nemausensis""[Organism]"
Peptoniphilus harei,Peptoniphilus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Peptoniphilus harei""[Organism]"
Brachybacterium nesterenkovii,Brachybacterium,Actinobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Brachybacterium nesterenkovii""[Organism]"
Levilactobacillus namurensis,Levilactobacillus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Levilactobacillus namurensis""[Organism]"
Virgibacillus pantothenticus,Virgibacillus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Virgibacillus pantothenticus""[Organism]"
Brachybacterium huguangmaarense,Brachybacterium,Actinobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Brachybacterium huguangmaarense""[Organism]"
Urinicoccus timonensis,Urinicoccus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Urinicoccus timonensis""[Organism]"
Brevibacterium senegalense,Brevibacterium,Actinobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Brevibacterium senegalense""[Organism]"
Enteractinococcus coprophilus,Enteractinococcus,Actinobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Enteractinococcus coprophilus""[Organism]"
Halomonas pellis,Halomonas,Proteobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Halomonas pellis""[Organism]"
Virgibacillus marseillensis,Virgibacillus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Virgibacillus marseillensis""[Organism]"
Dietzia aerolata,Dietzia,Actinobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Dietzia aerolata""[Organism]"
Brevibacterium atlanticum,Brevibacterium,Actinobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Brevibacterium atlanticum""[Organism]"
Mediterraneibacter catenae,Mediterraneibacter,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Mediterraneibacter catenae""[Organism]"
Dietzia lutea,Dietzia,Actinobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Dietzia lutea""[Organism]"
Staphylococcus arlettae,Staphylococcus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Staphylococcus arlettae""[Organism]"
Staphylococcus borealis,Staphylococcus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Staphylococcus borealis""[Organism]"
Nocardiopsis coralli,Nocardiopsis,Actinobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Nocardiopsis coralli""[Organism]"
Brevibacterium profundi,Brevibacterium,Actinobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Brevibacterium profundi""[Organism]"
Dietzia psychralcaliphila,Dietzia,Actinobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Dietzia psychralcaliphila""[Organism]"
Limosilactobacillus vaginalis,Limosilactobacillus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Limosilactobacillus vaginalis""[Organism]"
Brevibacterium yomogidense,Brevibacterium,Actinobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Brevibacterium yomogidense""[Organism]"
Gallicola barnesae,Gallicola,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Gallicola barnesae""[Organism]"
Georgenia satyanarayanai,Georgenia,Actinobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Georgenia satyanarayanai""[Organism]"
Actinomadura livida,Actinomadura,Actinobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Actinomadura livida""[Organism]"
Aerococcus suis,Aerococcus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Aerococcus suis""[Organism]"
Oceanobacillus indicireducens,Oceanobacillus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Oceanobacillus indicireducens""[Organism]"
Companilactobacillus suantsaicola,Companilactobacillus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Companilactobacillus suantsaicola""[Organism]"
Limosilactobacillus coleohominis,Limosilactobacillus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Limosilactobacillus coleohominis""[Organism]"
Aquihabitans daechungensis,Aquihabitans,Actinobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Aquihabitans daechungensis""[Organism]"
Limosilactobacillus panis,Limosilactobacillus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Limosilactobacillus panis""[Organism]"
Dietzia kunjamensis,Dietzia,Actinobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Dietzia kunjamensis""[Organism]"
Alloiococcus otitis,Alloiococcus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Alloiococcus otitis""[Organism]"
Oceanobacillus limi,Oceanobacillus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Oceanobacillus limi""[Organism]"
Enterococcus columbae,Enterococcus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Enterococcus columbae""[Organism]"
Tetragenococcus koreensis,Tetragenococcus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Tetragenococcus koreensis""[Organism]"
Jeotgalicoccus marinus,Jeotgalicoccus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Jeotgalicoccus marinus""[Organism]"
Nocardiopsis xinjiangensis,Nocardiopsis,Actinobacteria,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Nocardiopsis xinjiangensis""[Organism]"
Amphibacillus indicireducens,Amphibacillus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Amphibacillus indicireducens""[Organism]"
Virgibacillus salarius,Virgibacillus,Firmicutes,nirK,0,,,"(""nirK""[Title] OR ""copper-containing nitrite reductase""[Title] OR ""nitrite reductase, copper-containing""[Title]) AND ""Virgibacillus salarius""[Organism]"
